transaction_id,date,description,amount,true_category
T00646,2023-05-26,WALMART SUPERCENTER #6,84.15,Shopping
T00007,2023-07-09,TRADER JOE'S #48,89.79,Groceries
T00553,2023-08-17,GRUBHUB*THAI BASIL SEATTLE WA,77.34,Restaurants
T00140,2023-08-21,TRADER JOE'S #9590,123.76,Groceries
T01131,2023-03-10,TST* OLIVE & VINE DALLAS TX,47.55,Restaurants
T01114,2023-10-30,ATT*BILL PAYMENT 92597,86.88,Utilities
T01500,2023-01-24,TRADER JOE'S #333,214.08,Groceries
T01860,2023-12-07,REGAL CINEMAS 878 NY NY,21.79,Entertainment
T01593,2023-09-12,WALMART SUPERCENTER #44,432.91,Shopping
T00077,2023-01-15,BEST BUY #768 PHX AZ,186.88,Shopping
T00517,2023-09-30,76 - 22 PHX AZ,86.44,Gas
T00255,2023-04-25,CIRCLE K # 1943,33.91,Gas
T00958,2023-08-16,GRUBHUB*THAI BASIL SEATTLE WA,104.75,Restaurants
T00995,2023-09-01,ATT*BILL PAYMENT 891,230.16,Utilities
T01554,2023-02-22,POS DEBIT H-E-B #55824,61.05,Groceries
T00104,2023-05-05,REGAL CINEMAS 8337 MIAMI FL,88.34,Entertainment
T01895,2023-07-10,WHOLEFDS MKT 492 DENVER CO,125.5,Groceries
T00139,2023-03-17,COMCAST CABLE COMM 62,123.58,Utilities
T00052,2023-11-12,SQ *THE BOOK NOOK MIAMI FL,434.12,Shopping
T00677,2023-08-09,WALGREENS #50307,183.51,Health
T00637,2023-12-31,WALGREENS #54206  ,123.42,Health
T01245,2023-02-13,EXXONMOBIL 60 SEATTLE WA,89.88,Gas
T01805,2023-12-24,POS DEBIT H-E-B #19,206.55,Groceries
T00850,2023-02-18,VERIZON WIRELESS 730,105.46,Utilities
T00826,2023-08-12,TRADER JOE'S #28,129.76,Groceries
T01693,2023-02-24,BEST BUY #57 NY NY,27.66,Shopping
T00118,2023-08-06,ETSY.COM - SELLER075,149.2,Shopping
T01421,2023-07-11,SQ *THE COMEDY CLUB DENVER CO,27.22,Entertainment
T00039,2023-06-20,LA FITNESS 832 MIAMI FL,21.02,Health
T00973,2023-05-24,DUNKIN #874 DALLAS TX,3.48,Coffee
T01555,2023-05-24,POS DEBIT H-E-B #3953,145.8,Groceries
T00493,2023-05-09,CIRCLE K # 96  ,72.02,Gas
T01382,2023-12-19,PEETS COFFEE #6747 SEATTLE WA,3.33,Coffee
T00132,2023-03-04,UBER *TRIP OAKLAND CA,13.96,Transport
T00724,2023-02-02,76 - 13 DENVER CO,68.09,Gas
T00162,2023-06-15,TRADER JOE'S #60811,217.24,Groceries
T00305,2023-02-13,WALGREENS #0402,240.14,Health
T00895,2023-05-27,TRADER JOE'S #54493,112.1,Groceries
T00807,2023-08-19,SQ *CITY DENTAL MIAMI FL,39.78,Health
T00896,2023-03-19,WALGREENS #34,176.25,Health
T00521,2023-10-23,SQ *THE BOOK NOOK OAKLAND CA,380.61,Shopping
T01665,2023-09-07,SQ *TAQUERIA EL SOL MIAMI FL,121.0,Restaurants
T00321,2023-05-07,CVS/PHARMACY  #71611 MIAMI FL,217.52,Health
T01955,2023-01-14,WALGREENS #10,252.37,Health
T00411,2023-08-22,SQ *CITY DENTAL NY NY,72.37,Health
T01864,2023-09-02,AMC ONLINE #3675,29.15,Entertainment
T00684,2023-06-12,UBER *TRIP MIAMI FL,26.84,Transport
T01814,2023-11-26,UBER* EATS HELP.UBER.COM,9.72,Transport
T01930,2023-06-22,TARGET 97929 SEATTLE WA,375.22,Shopping
T00247,2023-10-03,SPOTIFY USA 98007,82.67,Entertainment
T00419,2023-11-24,RITE AID #4890 DENVER CO  ,257.09,Health
T00061,2023-05-01,SQ *THE BOOK NOOK CHICAGO IL,344.79,Shopping
T01283,2023-03-17,AMC ONLINE #6409,74.33,Entertainment
T01680,2023-09-02,76 - 330 AUSTIN TX  ,47.86,Gas
T00880,2023-03-01,verizon wireless 088,151.02,Utilities
T01309,2023-12-03,TST*  PHILZ COFFEE CHICAGO IL,6.58,Coffee
T01581,2023-10-28,WALMART SUPERCENTER #583,470.64,Shopping
T00728,2023-02-15,POS  DEBIT H-E-B #20677,16.48,Groceries
T01082,2023-06-03,SQ *CITY DENTAL OAKLAND CA,57.02,Health
T01089,2023-09-27,SQ *BLUE BOTTLE 29127 AUSTIN TX,4.11,Coffee
T00715,2023-07-03,WALGREENS #49,243.76,Health
T01949,2023-12-13,CITY OF DALLAS WATER UT,133.65,Utilities
T00892,2023-02-26,TARGET 90 DENVER CO,462.37,Shopping
T01158,2023-10-25,POS DEBIT BP#89  ,32.42,Gas
T01369,2023-06-30,76  - 92 MIAMI FL,74.33,Gas
T00051,2023-07-26,UBER* EATS HELP.UBER.COM,27.73,Transport
T01585,2023-06-09,COMCAST CABLE COMM 91280,85.32,Utilities
T00234,2023-10-15,DART RAIL NY NY,19.08,Transport
T00359,2023-05-02,TST*  PHILZ COFFEE CHICAGO IL,7.77,Coffee
T00821,2023-10-08,LYFT *RIDE THU 4PM,44.31,Transport
T00409,2023-07-28,AMC ONLINE #6828,82.73,Entertainment
T00615,2023-11-13,PEETS COFFEE #32 OAKLAND CA,10.1,Coffee
T01008,2023-02-22,WALGREENS #91323,189.1,Health
T01630,2023-07-30,EXXONMOBIL 656 PHX AZ,38.85,Gas
T01087,2023-07-28,ONCOR ELECTRIC DELIVERY,223.09,Utilities
T01920,2023-11-10,LYFT *RIDE THU 4PM,59.84,Transport
T01761,2023-03-30,NETFLIX.COM 31,57.21,Entertainment
T00098,2023-12-22,AMC ONLINE #43687,33.7,Entertainment
T00164,2023-05-27,TST* PHILZ COFFEE DENVER CO  ,6.32,Coffee
T01847,2023-01-21,POS DEBIT H-E-B #9049,169.22,Groceries
T00470,2023-12-23,NETFLIX.COM 760,72.93,Entertainment
T00947,2023-07-05,TST* PHILZ COFFEE AUSTIN TX,7.2,Coffee
T01328,2023-02-27,RITE  AID #76 SEATTLE WA,136.73,Health
T01684,2023-07-25,SAFEWAY #5540 MIAMI FL,29.26,Groceries
T00209,2023-10-10,UBER* EATS HELP.UBER.COM,42.01,Transport
T00928,2023-02-28,WHOLEFDS MKT 245 DENVER CO,118.41,Groceries
T00837,2023-02-11,SQ *TAQUERIA EL SOL MIAMI FL,47.08,Restaurants
T00087,2023-03-19,NETFLIX.COM 51,63.66,Entertainment
T01042,2023-04-09,76 - 57 DALLAS TX,77.49,Gas
T00401,2023-08-05,SHELL OIL 22659 NY NY,33.83,Gas
T00173,2023-02-21,DART RAIL DALLAS TX  ,55.2,Transport
T00950,2023-09-03,SQ *TAQUERIA EL SOL AUSTIN TX,24.38,Restaurants
T01506,2023-03-13,MTA*NYCT PAYGO CHICAGO IL,60.76,Transport
T01299,2023-02-26,ALDI 873 MIAMI FL,126.92,Groceries
T00222,2023-06-23,SQ *THE COMEDY CLUB AUSTIN TX,72.77,Entertainment
T00063,2023-08-04,TST* OLIVE & VINE BOSTON MA,19.97,Restaurants
T01214,2023-08-19,KROGER 26 MIAMI FL,144.88,Groceries
T00304,2023-12-14,SAFEWAY #522 DENVER CO,109.93,Groceries
T01300,2023-01-31,AMC ONLINE #04,34.1,Entertainment
T00918,2023-12-08,COMCAST CABLE COMM 780,244.46,Utilities
T01340,2023-04-12,WHOLEFDS MKT 55184 PHX AZ,195.7,Groceries
T01352,2023-07-09,SHELL OIL 69 OAKLAND CA,82.57,Gas
T01059,2023-10-23,TST* THE CORNER DINER,134.12,Restaurants
T00027,2023-03-27,KROGER 6 AUSTIN TX,188.98,Groceries
T01115,2023-03-16,CHEVRON 16,38.45,Gas
T01840,2023-06-24,SQ *CITY DENTAL DENVER CO,259.03,Health
T01058,2023-06-24,LA FITNESS 228 AUSTIN TX,37.85,Health
T00868,2023-08-05,SAFEWAY #501 MIAMI FL,130.43,Groceries
T01323,2023-09-03,POS DEBIT BP#02263,92.61,Gas
T01531,2023-06-15,SPOTIFY USA 39,27.58,Entertainment
T01388,2023-03-11,PARKING METER #7735 NY NY,60.41,Transport
T00566,2023-10-15,CITY OF DALLAS WATER UT,148.23,Utilities
T00817,2023-02-08,LYFT *RIDE THU 4PM,55.38,Transport
T00921,2023-01-28,SQ *THE BOOK NOOK NY NY,263.75,Shopping
T01389,2023-01-03,76 - 01287 miami fl,57.93,Gas
T01834,2023-09-25,att*bill payment 298,129.08,Utilities
T01674,2023-10-15,SPOTIFY USA 648,58.13,Entertainment
T01509,2023-10-13,LA FITNESS 9417 AUSTIN TX,151.33,Health
T00055,2023-01-13,SAFEWAY #1530 CHICAGO IL,55.82,Groceries
T01446,2023-05-05,KROGER 24 CHICAGO IL,125.53,Groceries
T00080,2023-04-24,TST* THE CORNER DINER,23.91,Restaurants
T00252,2023-02-05,WHOLEFDS MKT 45158 BOSTON MA,206.59,Groceries
T01917,2023-03-14,GRUBHUB*THAI BASIL AUSTIN TX,40.4,Restaurants
T01349,2023-06-27,SQ *LOCAL GROUNDS PHX AZ,5.83,Coffee
T00122,2023-07-06,CIRCLE K # 80,27.34,Gas
T01137,2023-04-01,LYFT *RIDE THU 4PM,53.38,Transport
T00091,2023-05-30,76 - 20 MIAMI FL,66.57,Gas
T00227,2023-07-14,TST* THE CORNER DINER,104.31,Restaurants
T01946,2023-04-27,STEAMGAMES.COM 82 WA,32.0,Entertainment
T00890,2023-04-27,WALMART SUPERCENTER #178,61.79,Shopping
T00946,2023-11-29,SQ *CITY DENTAL OAKLAND CA,170.24,Health
T01266,2023-10-15,SQ *BLUE BOTTLE 2256 CHICAGO IL,7.52,Coffee
T01907,2023-02-03,VERIZON WIRELESS 541,77.59,Utilities
T00218,2023-09-16,SQ *THE COMEDY CLUB DENVER CO  ,85.4,Entertainment
T00983,2023-03-12,TST* THE CORNER DINER,89.32,Restaurants
T00515,2023-07-13,POS DEBIT QUEST DIAGNOSTIC,27.21,Health
T01568,2023-02-17,SQ *THE BOOK NOOK MIAMI FL,43.84,Shopping
T01643,2023-08-23,BEST BUY #44239 CHICAGO IL,366.61,Shopping
T00871,2023-06-03,STEAMGAMES.COM 61 WA,63.48,Entertainment
T00584,2023-11-23,WALGREENS #38754,10.18,Health
T00762,2023-06-12,POS DEBIT BP#6056,27.43,Gas
T00713,2023-12-25,PEETS COFFEE #668 OAKLAND CA,5.4,Coffee
T01209,2023-08-21,SHELL OIL 73 OAKLAND CA,34.14,Gas
T00907,2023-10-21,SQ *CITY DENTAL CHICAGO IL,213.77,Health
T00760,2023-03-24,MTA*NYCT PAYGO CHICAGO IL,12.48,Transport
T00133,2023-03-06,NETFLIX.COM 657,26.46,Entertainment
T01412,2023-04-02,CHIPOTLE 765 CHICAGO IL  ,102.36,Restaurants
T00632,2023-07-14,REGAL CINEMAS 7496 MIAMI FL,9.51,Entertainment
T01781,2023-11-04,SQ *THE BOOK NOOK DALLAS TX,105.65,Shopping
T00755,2023-11-18,trader joe's #1835,56.87,Groceries
T00925,2023-05-11,city of dallas water ut,74.61,Utilities
T01156,2023-10-10,WHOLEFDS MKT 5912 CHICAGO IL,186.23,Groceries
T01354,2023-12-09,KROGER 64651 AUSTIN TX,218.58,Groceries
T00831,2023-04-20,MTA*NYCT PAYGO MIAMI FL,8.73,Transport
T01696,2023-03-26,REGAL CINEMAS 94367 DENVER CO,56.55,Entertainment
T01262,2023-10-18,TARGET  74 PHX AZ,383.4,Shopping
T01400,2023-01-06,UBER* EATS HELP.UBER.COM,60.79,Transport
T00256,2023-08-24,SQ *BLUE BOTTLE 7585 BOSTON MA,5.07,Coffee
T01732,2023-03-12,WHOLEFDS MKT 5859 MIAMI FL,64.86,Groceries
T00512,2023-07-27,DUNKIN #57 CHICAGO IL,7.65,Coffee
T01687,2023-03-20,SQ *BLUE BOTTLE 490 OAKLAND CA,5.09,Coffee
T00585,2023-05-03,LA FITNESS 904 PHX AZ,204.0,Health
T01782,2023-06-11,MTA*NYCT PAYGO MIAMI FL,25.54,Transport
T00016,2023-03-24,WALGREENS #80,48.21,Health
T01294,2023-01-03,TXU ENERGY PAYMENT,257.75,Utilities
T00325,2023-01-31,WALMART SUPERCENTER #8428,378.85,Shopping
T01942,2023-05-08,NETFLIX.COM 2378,85.96,Entertainment
T00655,2023-03-31,POS DEBIT H-E-B #5592,20.97,Groceries
T00702,2023-09-30,TST* PHILZ COFFEE BOSTON MA,3.37,Coffee
T01981,2023-12-21,STARBUCKS STORE 913,11.56,Coffee
T01088,2023-05-21,safeway #46 chicago il,178.61,Groceries
T00577,2023-10-27,TST* OLIVE & VINE SEATTLE WA  ,113.68,Restaurants
T00260,2023-06-14,76 - 3836 PHX AZ,72.08,Gas
T01337,2023-07-05,REGAL CINEMAS 47432 SEATTLE WA,12.42,Entertainment
T00468,2023-03-24,CVS/PHARMACY #48 OAKLAND CA,59.98,Health
T00845,2023-10-18,PEETS  COFFEE #78694 DALLAS TX,6.31,Coffee
T00046,2023-05-23,TST* OLIVE & VINE CHICAGO IL,135.76,Restaurants
T01210,2023-07-13,LYFT *RIDE THU 4PM,54.95,Transport
T01963,2023-06-26,TST* OLIVE & VINE SEATTLE WA,33.92,Restaurants
T01406,2023-06-12,ALDI 3181 SEATTLE WA,188.89,Groceries
T00175,2023-05-02,CIRCLE K # 738,72.35,Gas
T01751,2023-10-18,CIRCLE K # 49151,43.95,Gas
T00126,2023-05-15,KROGER 33 DENVER CO,168.55,Groceries
T01976,2023-03-15,TXU ENERGY PAYMENT,138.43,Utilities
T01227,2023-11-08,CVS/PHARMACY #37173 BOSTON MA,150.24,Health
T00341,2023-07-20,ETSY.COM - SELLER84,248.49,Shopping
T01929,2023-01-19,DOORDASH*MCDONALDS  ,44.66,Restaurants
T01502,2023-02-07,MTA*NYCT PAYGO AUSTIN TX,57.49,Transport
T01014,2023-11-16,PEETS COFFEE #469 AUSTIN TX,5.51,Coffee
T01905,2023-05-14,KROGER 8660 BOSTON MA,166.39,Groceries
T00473,2023-12-16,TST* THE CORNER DINER,34.71,Restaurants
T00982,2023-06-20,SAFEWAY #100 AUSTIN TX,126.94,Groceries
T01745,2023-09-30,RITE AID #480 AUSTIN TX,253.81,Health
T01258,2023-12-04,NETFLIX.COM 8508,77.93,Entertainment
T00742,2023-04-24,STEAMGAMES.COM 0237 WA,42.48,Entertainment
T00253,2023-11-27,NETFLIX.COM 6698,88.18,Entertainment
T00866,2023-12-01,WHOLEFDS MKT 166 MIAMI FL,169.27,Groceries
T00111,2023-06-23,NETFLIX.COM 419,87.41,Entertainment
T00987,2023-03-13,VERIZON WIRELESS 27470,43.28,Utilities
T00289,2023-08-16,CIRCLE  K # 41507,91.01,Gas
T01846,2023-10-05,GRUBHUB*THAI BASIL CHICAGO IL,109.36,Restaurants
T01839,2023-02-19,UBER* EATS HELP.UBER.COM,7.37,Transport
T00154,2023-08-09,TARGET 782 CHICAGO IL,11.65,Shopping
T00532,2023-05-22,CVS/PHARMACY #11 BOSTON MA,97.02,Health
T00056,2023-04-10,STARBUCKS STORE 80120,8.67,Coffee
T00435,2023-09-16,POS DEBIT BP#29,26.53,Gas
T00267,2023-04-19,GRUBHUB*THAI BASIL SEATTLE WA,128.35,Restaurants
T01837,2023-11-25,POS DEBIT H-E-B #854,94.39,Groceries
T00794,2023-12-11,SQ *LOCAL GROUNDS SEATTLE WA,4.67,Coffee
T01768,2023-02-15,MTA*NYCT PAYGO MIAMI FL,59.28,Transport
T01106,2023-10-02,TARGET 51820 CHICAGO IL,429.12,Shopping
T01376,2023-12-02,TXU ENERGY PAYMENT,107.67,Utilities
T01668,2023-12-19,TXU ENERGY PAYMENT,234.31,Utilities
T00736,2023-04-13,LYFT *RIDE THU 4PM,27.99,Transport
T00869,2023-08-26,KROGER  3053 MIAMI FL,120.23,Groceries
T00391,2023-06-23,POS DEBIT BP#749,93.46,Gas
T00565,2023-01-05,MTA*NYCT PAYGO DENVER CO,32.06,Transport
T00291,2023-06-16,ONCOR  ELECTRIC DELIVERY,199.46,Utilities
T00243,2023-03-13,76 - 56059 AUSTIN TX,31.68,Gas
T01987,2023-09-22,76 - 66296 DALLAS TX,34.06,Gas
T00469,2023-07-03,ETSY.COM - SELLER2399,263.43,Shopping
T01966,2023-02-08,LYFT  *RIDE THU 4PM,15.75,Transport
T00035,2023-05-06,ALDI 518 DALLAS TX,195.58,Groceries
T01017,2023-10-27,EXXONMOBIL 650 DENVER CO  ,26.24,Gas
T01195,2023-07-06,ATT*BILL PAYMENT 3436,136.82,Utilities
T00263,2023-10-03,TXU ENERGY PAYMENT,85.57,Utilities
T00708,2023-08-21,SHELL OIL 259 DENVER CO,30.3,Gas
T01373,2023-07-13,WALMART SUPERCENTER #29,66.36,Shopping
T01600,2023-09-28,SQ *THE COMEDY CLUB CHICAGO IL,64.71,Entertainment
T01974,2023-11-22,LYFT *RIDE THU 4PM,39.08,Transport
T00003,2023-03-23,WALGREENS #28893,227.33,Health
T01342,2023-09-29,TRADER JOE'S #55,42.14,Groceries
T00136,2023-08-04,tst* philz coffee oakland ca,3.47,Coffee
T00780,2023-07-02,REGAL CINEMAS 365 OAKLAND CA,41.24,Entertainment
T01702,2023-02-03,POS DEBIT QUEST DIAGNOSTIC,48.32,Health
T00752,2023-08-20,MTA*NYCT PAYGO CHICAGO IL  ,25.49,Transport
T00397,2023-04-26,DART RAIL OAKLAND CA,31.3,Transport
T01933,2023-02-21,WHOLEFDS MKT 20184 AUSTIN TX,167.76,Groceries
T01503,2023-02-15,UBER* EATS HELP.UBER.COM,14.6,Transport
T01855,2023-12-20,CITY OF DALLAS WATER UT,240.37,Utilities
T00770,2023-06-26,DART RAIL SEATTLE WA,2.77,Transport
T00588,2023-01-17,STARBUCKS  STORE 894,4.72,Coffee
T01222,2023-11-20,WALMART SUPERCENTER #77,174.58,Shopping
T00308,2023-06-19,WHOLEFDS MKT 1791 NY NY,128.14,Groceries
T01544,2023-09-29,76 - 68 BOSTON MA,91.3,Gas
T00669,2023-08-30,SQ *TAQUERIA EL SOL BOSTON MA,28.65,Restaurants
T01362,2023-05-28,TXU  ENERGY PAYMENT,65.9,Utilities
T01464,2023-05-03,UBER *TRIP DALLAS TX,47.55,Transport
T00018,2023-09-30,TST* OLIVE & VINE AUSTIN TX,116.45,Restaurants
T01404,2023-03-20,STEAMGAMES.COM 484 WA,57.49,Entertainment
T00288,2023-11-21,ALDI 4037 AUSTIN TX,92.9,Groceries
T01794,2023-09-05,pos debit bp#3450,27.62,Gas
T01281,2023-03-14,grubhub*thai basil miami fl,14.77,Restaurants
T00809,2023-12-12,POS DEBIT BP#17627,32.66,Gas
T01553,2023-05-11,SPOTIFY USA 96,9.44,Entertainment
T01584,2023-10-21,SHELL  OIL 95507 SEATTLE WA,91.23,Gas
T01825,2023-05-03,BEST BUY #70 OAKLAND CA,395.75,Shopping
T01683,2023-05-01,NETFLIX.COM 17,84.97,Entertainment
T01800,2023-05-05,SQ *CITY DENTAL MIAMI FL,84.77,Health
T00361,2023-07-21,VERIZON  WIRELESS 7511,71.72,Utilities
T00578,2023-11-02,KROGER 9 PHX AZ,112.43,Groceries
T01772,2023-04-29,POS DEBIT BP#3047,61.44,Gas
T00213,2023-01-31,POS DEBIT QUEST DIAGNOSTIC,28.24,Health
T01067,2023-10-25,ALDI 4626 BOSTON MA,41.83,Groceries
T00618,2023-10-15,SAFEWAY #78263 DALLAS TX,213.19,Groceries
T01707,2023-11-24,SQ *THE COMEDY CLUB BOSTON MA,32.94,Entertainment
T01333,2023-02-10,LYFT *RIDE THU 4PM,64.86,Transport
T00933,2023-01-24,SQ *THE BOOK NOOK NY NY,248.88,Shopping
T00367,2023-02-18,WALMART SUPERCENTER #031,267.66,Shopping
T01438,2023-08-21,SHELL OIL 9669 NY NY,68.02,Gas
T00028,2023-07-19,comcast cable comm 28016,35.59,Utilities
T01099,2023-09-26,VERIZON WIRELESS 4001,81.35,Utilities
T01975,2023-05-01,COMCAST CABLE COMM 58,293.0,Utilities
T01877,2023-01-04,tst* olive & vine boston ma,108.94,Restaurants
T00779,2023-06-13,regal cinemas 47 chicago il,10.91,Entertainment
T00884,2023-05-18,SPOTIFY USA 67,52.47,Entertainment
T01653,2023-03-15,peets coffee #519 austin tx,4.78,Coffee
T01172,2023-04-29,TST* PHILZ COFFEE AUSTIN TX,3.84,Coffee
T01988,2023-12-16,DOORDASH*MCDONALDS  ,94.37,Restaurants
T00076,2023-02-14,SQ *THE BOOK NOOK PHX AZ,410.01,Shopping
T01559,2023-11-06,ALDI 15 SEATTLE WA,160.41,Groceries
T01276,2023-10-27,PARKING METER #37 SEATTLE WA,9.65,Transport
T00406,2023-07-25,NETFLIX.COM 282,63.19,Entertainment
T00510,2023-11-28,DOORDASH*MCDONALDS,87.62,Restaurants
T00897,2023-09-22,LA FITNESS 141 MIAMI FL,234.52,Health
T01936,2023-01-03,GRUBHUB*THAI BASIL AUSTIN TX,126.73,Restaurants
T01356,2023-09-24,REGAL CINEMAS 90 OAKLAND CA,84.32,Entertainment
T00703,2023-10-27,DART RAIL CHICAGO IL,18.09,Transport
T01845,2023-10-23,SAFEWAY #12 SEATTLE WA,40.36,Groceries
T00915,2023-03-14,SAFEWAY #6135 CHICAGO IL,177.2,Groceries
T00066,2023-07-21,VERIZON WIRELESS 860,181.88,Utilities
T01265,2023-06-30,STARBUCKS STORE 9716,3.05,Coffee
T01850,2023-02-23,WALGREENS #42,152.25,Health
T00086,2023-05-10,DUNKIN #7690 DENVER CO,11.69,Coffee
T01703,2023-03-31,VERIZON WIRELESS 3918,163.07,Utilities
T01769,2023-03-22,CITY OF DALLAS WATER UT,106.46,Utilities
T00215,2023-08-27,DART RAIL BOSTON MA,22.1,Transport
T00825,2023-05-03,DOORDASH*MCDONALDS,42.22,Restaurants
T01676,2023-05-08,GRUBHUB*THAI BASIL NY NY,76.53,Restaurants
T01560,2023-07-24,COMCAST CABLE COMM 44,178.76,Utilities
T01821,2023-10-30,SQ *TAQUERIA EL SOL BOSTON MA,79.68,Restaurants
T00183,2023-11-08,STEAMGAMES.COM 10 WA,18.56,Entertainment
T01380,2023-09-08,POS  DEBIT H-E-B #5446,49.7,Groceries
T01241,2023-10-30,SQ *LOCAL GROUNDS NY NY,6.06,Coffee
T01454,2023-07-09,POS DEBIT H-E-B #73574,216.9,Groceries
T00110,2023-09-27,POS DEBIT BP#16,55.82,Gas
T00286,2023-08-19,ATT*BILL PAYMENT 43  ,110.16,Utilities
T01353,2023-02-26,CHIPOTLE  95956 BOSTON MA,70.09,Restaurants
T00956,2023-12-12,PEETS COFFEE #60844 PHX AZ,6.06,Coffee
T00840,2023-06-10,CIRCLE K # 84030,68.98,Gas
T01652,2023-05-28,UBER* EATS HELP.UBER.COM,13.72,Transport
T01435,2023-08-06,VERIZON WIRELESS 01518,49.99,Utilities
T01459,2023-07-26,WALMART SUPERCENTER #1730,193.11,Shopping
T00242,2023-04-09,REGAL CINEMAS 3050 SEATTLE WA,53.69,Entertainment
T00323,2023-04-16,TST* THE CORNER DINER,112.46,Restaurants
T00425,2023-06-19,UBER* EATS HELP.UBER.COM,21.35,Transport
T00237,2023-05-28,WALGREENS #85575,198.98,Health
T00311,2023-05-15,ALDI 68 SEATTLE WA,108.8,Groceries
T00310,2023-05-23,SQ *LOCAL GROUNDS MIAMI FL  ,4.93,Coffee
T01806,2023-07-07,SHELL  OIL 60 OAKLAND CA,93.86,Gas
T00100,2023-11-15,TXU ENERGY PAYMENT  ,177.57,Utilities
T00815,2023-07-13,TXU ENERGY PAYMENT,306.09,Utilities
T00298,2023-10-31,CHIPOTLE  36739 SEATTLE WA,84.17,Restaurants
T00236,2023-01-03,TST*  OLIVE & VINE DENVER CO,110.66,Restaurants
T01247,2023-04-01,WALMART SUPERCENTER #06,97.42,Shopping
T00191,2023-10-06,TARGET 25 SEATTLE WA,251.26,Shopping
T01785,2023-05-06,REGAL  CINEMAS 48702 DENVER CO,86.61,Entertainment
T01216,2023-03-04,MTA*NYCT PAYGO DALLAS TX,18.03,Transport
T01407,2023-02-01,76 - 8459 MIAMI FL,71.74,Gas
T01540,2023-08-07,REGAL CINEMAS 85 BOSTON MA,71.68,Entertainment
T01851,2023-12-16,PEETS COFFEE #746 DALLAS TX,10.4,Coffee
T00963,2023-06-03,REGAL CINEMAS 78612 PHX AZ,34.2,Entertainment
T00852,2023-03-09,SQ *BLUE BOTTLE 8266 CHICAGO IL,9.04,Coffee
T01641,2023-09-20,PARKING METER #02091 DALLAS TX,17.92,Transport
T00011,2023-08-08,SPOTIFY USA 2287,68.75,Entertainment
T00403,2023-01-07,KROGER 72358 CHICAGO IL,203.02,Groceries
T01254,2023-05-07,TRADER JOE'S #76,115.1,Groceries
T00117,2023-08-27,CHEVRON 83611,25.66,Gas
T00395,2023-08-31,SPOTIFY USA 3,88.07,Entertainment
T01048,2023-09-29,WHOLEFDS MKT 91528 DALLAS TX  ,40.19,Groceries
T01339,2023-06-10,WALGREENS #88356,81.72,Health
T00568,2023-03-11,GRUBHUB*THAI BASIL MIAMI FL,20.76,Restaurants
T01923,2023-12-19,DART RAIL PHX AZ,2.83,Transport
T00408,2023-06-03,MTA*NYCT PAYGO AUSTIN TX,16.36,Transport
T01626,2023-12-04,CIRCLE K # 251,91.36,Gas
T01884,2023-02-25,CIRCLE K # 14224,35.76,Gas
T01716,2023-06-06,tst* the corner diner,21.24,Restaurants
T01360,2023-11-23,SHELL OIL 90175 PHX AZ,65.87,Gas
T01911,2023-05-29,PEETS COFFEE #6387 SEATTLE WA,6.36,Coffee
T01790,2023-08-13,AMC ONLINE #4668,55.19,Entertainment
T00343,2023-08-04,ALDI 46 DALLAS TX,186.99,Groceries
T01588,2023-09-28,dunkin #87 austin tx,11.67,Coffee
T01826,2023-08-02,ONCOR ELECTRIC DELIVERY,282.36,Utilities
T01549,2023-06-29,CHEVRON 20898,42.4,Gas
T00047,2023-04-02,UBER*  EATS HELP.UBER.COM,63.14,Transport
T00192,2023-12-02,AMC ONLINE #96,71.59,Entertainment
T01169,2023-07-02,DUNKIN  #5987 SEATTLE WA,5.78,Coffee
T01993,2023-10-21,RITE AID #6412 NY NY,235.38,Health
T01909,2023-03-08,BEST BUY #2598 NY NY,365.06,Shopping
T00711,2023-11-26,ATT*BILL PAYMENT 14212,95.06,Utilities
T00137,2023-09-15,CVS/PHARMACY #60 SEATTLE WA,37.26,Health
T00943,2023-09-10,TST* OLIVE & VINE AUSTIN TX,84.85,Restaurants
T00225,2023-07-08,SQ *THE BOOK NOOK PHX AZ,393.03,Shopping
T00657,2023-12-14,SQ *THE COMEDY CLUB OAKLAND CA,31.14,Entertainment
T01176,2023-02-14,NETFLIX.COM 18,72.98,Entertainment
T01173,2023-11-30,TST* THE CORNER DINER,105.28,Restaurants
T00168,2023-12-14,SQ *CITY DENTAL CHICAGO IL,203.62,Health
T01663,2023-06-22,76 - 222 OAKLAND CA,35.49,Gas
T00795,2023-06-10,TRADER JOE'S #6219,98.55,Groceries
T01998,2023-05-14,TXU ENERGY PAYMENT,114.01,Utilities
T00619,2023-01-10,SQ *BLUE BOTTLE 944 SEATTLE WA,9.7,Coffee
T00570,2023-03-06,STARBUCKS STORE 68,5.54,Coffee
T00036,2023-09-28,MTA*NYCT PAYGO PHX AZ,52.85,Transport
T00414,2023-03-25,MTA*NYCT PAYGO AUSTIN TX,26.35,Transport
T00083,2023-09-26,POS DEBIT H-E-B #196,135.87,Groceries
T00125,2023-07-07,KROGER 18 MIAMI FL,179.94,Groceries
T01992,2023-03-10,ATT*BILL PAYMENT 361,209.34,Utilities
T01096,2023-03-26,CITY OF DALLAS WATER UT,294.84,Utilities
T01818,2023-06-21,SHELL  OIL 977 MIAMI FL,86.29,Gas
T01621,2023-11-22,CITY OF DALLAS WATER UT,129.92,Utilities
T00379,2023-01-20,PARKING METER #576 DENVER CO,13.06,Transport
